career_name,top_skills,avg_salary,salary_p25,salary_p75,salary_range,demand_score,locations,postings_count,skills_count
senior information technology specialist,network management communication interpersonal skills problem solving adaptability ability to work under pressure documentation collaboration microsoft windows server ibm iseries linux vmware hp switches cisco firewall active directory dns dhcp group policy data integrity checks disaster recovery planning desktop support version control systems kanban production floor systems microsoft great plains training,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior information technology system administrator,comptia security+ windows server windows 10 linux oracle databases network storage systems powershell vmware scripting system troubleshooting active directory problem solving communication teamwork leadership project management adaptability creativity technical solutions development,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior inside business development manager hybrid,sales experience business development medical terminology inside sales microsoft office product knowledge time management customer service communication teamwork adaptability problem solving self-management organization collaboration motivation crm software presentation skills,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior manager digital events finance - cnbc,finance accounting advanced excel financial analysis budgeting cost tracking p l management operational forecasting ad-hoc analysis communication analytical mindset problem solving collaboration detail oriented self-starter judgment investment modeling,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior manager distribution finance,budgeting financial analysis gaap erp sap microsoft excel accounting cost management internal controls auditing leadership problem solving communication teamwork time management analytical thinking coaching adaptability financial planning hyperion,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior manager finance calhoun georgia united states 30701,finance communication attention to detail time management organizational skills persuasion teamwork analytical skills leadership negotiation accounting budgeting financial analysis zero based budgeting zbb expense forecasting sap fico sap sac blackline business objects business intelligence sql queries project management data management financial reporting automated bi tools conflict resolution,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior manager human resources business partner hrbp,hr business partnering human resources management performance management systems hris proficiency talent planning learning and development change management recruitment strategies communication teamwork empathy strategic thinking cultural sensitivity feedback acceptance problem solving adaptability collaboration microsoft office suite data analysis creativity,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior manager it business partner finance hybrid,project management financial analysis budget management compliance knowledge information technology business analysis communication leadership relationship building strategic thinking problem solving advisory skills teamwork it strategy cross-functional collaboration medical device industry knowledge,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior manager strategic sales,sales leadership sales strategy account management sales enablement team leadership interpersonal skills collaboration coaching customer focus communication problem solving adaptability strategic thinking saas sales forecasting enterprise software sales data-driven decision making quota management contract negotiation diversity and inclusion awareness,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior mgr it - delivery information technology,system implementation project management it products support technology direction setting configuration management collaboration leadership mentoring relationship building problem solving communication flexibility application development erp systems business process design unit testing performance testing negotiation strategic consulting influencing,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior new business development executive,it staffing business development microsoft office suite sales strategy data tracking negotiation communication relationship building self-motivation teamwork time management problem solving attention to detail competitive mindset crm software google suite,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior oracle database administrator senior information technology systems specialist,"attention to detail self-motivated collaboration communication problem solving time management adaptability oracle database administration disaster recovery procedures database backup,recovery utilities recovery manager rman data pump flashback technologies media management integration database security management transparent data encryption tde lightweight directory access protocol ldap authentication data masking scripting languages shell perl python sql pl,sql oracle real application clusters rac grid infrastructure automated storage manager asm advanced database replication solutions materialized views dataguard goldengate",223500.0,223500.0,223500.0,0-0,0.0793,,1,3
senior portfolio manager equipment finance,commercial loans credit underwriting communication organizational skills problem solving teamwork work ethic time management financial modeling portfolio management legal documentation excel data analysis customer service attention to detail,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior project finance attorney,negotiation communication problem solving commercial awareness teamwork adaptability project finance corporate finance syndicated credit facilities non-recourse portfolio financing mezzanine financing restructurings capital markets transactions tax equity transactions legal drafting legal compliance risk management legal advice time management,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior project manager information technology pmo,project management resource planning office 365 documentation process documentation communication teamwork leadership problem solving strategic planning relationship building proactivity adaptability pmp certification risk management change management communication planning primavera p6 microsoft project ms power bi crm microsoft dynamics windchill sharepoint spo sap business case documentation mentoring confidentiality,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior retail sales associate,retail experience customer service sales transactions stocking communication teamwork customer experience organizational skills flexibility forklift operation certification leadership,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior sales manager aftermarket programs,sales growth market analysis product knowledge communication teamwork problem solving adaptability leadership customer service collaboration customer relationship management manufacturing processes technical documentation safety compliance data analysis time management,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior sales specialist,sales client relationship management training communication problem solving flexibility customer service persuasion healthcare solutions remote work,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior salesforce developer,"cd practices git,communication problem solving collaboration adaptability leadership training analytical thinking salesforce development apex visualforce salesforce lightning salesforce flow restful api soap api java javascript sql soql nosql json data mapping ci,github agile development salesforce security settings salesforce customizations salesforce integrations salesforce reports salesforce dashboards documentation",223500.0,223500.0,223500.0,0-0,0.0793,,1,3
senior sap finance consultant/architect,"4 hana financial reporting process automation agile methodologies business requirements documents brds financial analysis technical solutions design critical analytics detail-oriented,training development communication collaboration problem solving leadership interpersonal skills trust building coaching stakeholder management adaptability sap fico s",223500.0,223500.0,223500.0,0-0,0.0543,,1,2
senior specialist- sales enablement offers commercialization,market analysis communication adaptability product marketing product development microsoft powerpoint figma prototype creation sales material creation case studies development b2b experience technology industry knowledge payments industry knowledge storytelling collaboration project management urgency independence,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior vice president human resources,training and development leadership communication collaboration problem solving strategic planning talent management employee engagement organizational management performance management compensation management employment law labor law hr certifications shrm-cp shrm-scp strategic advising change management agility,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
senior vp of business development - solar,business development leadership communication team collaboration problem solving sales management renewable energy solar power generation battery storage crm management food processing cold storage project management territory planning strategic planning negotiation customer relationship management adaptability,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
seo executive,,78000.0,78000.0,78000.0,78000-78000,0.0,remote,0,0
service advisor,,210000.0,210000.0,210000.0,210000-210000,0.0,tirur kerala,0,0
service engineer - fresher iti or diploma or any degree,,258000.0,258000.0,258000.0,258000-258000,0.0,hyderabad telangana,0,0
service engineer freshers can apply,,222000.0,222000.0,222000.0,222000-222000,0.0,coimbatore tamil nadu,0,0
service sales representative - east hartford ct,sales price estimation report preparation customer relationship management driving record service-related sales computer skills communication leadership relationship building problem solving teamwork adaptability customer service crm software mechanical principles electrical principles,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
servicenow - information technology manager,project management documentation technical expertise servicenow certified system administrator csa servicenow platform administration it service management itsm customer service management csm service portfolio management spm it operations management itom incident management problem management change management service catalog management request fulfillment governance frameworks performance monitoring vendor management user training and support data analysis capacity planning team leadership stakeholder engagement communication collaboration problem solving continuous improvement mentorship customer-focused culture adaptability strategic thinking,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
site engineer,,166803.45,160205.17500000002,173401.725,160205-173401,0.0,"nandanam chennai tamil nadu,pimpri-chinchwad maharashtra",0,0
site supervisor,,150000.0,150000.0,150000.0,150000-150000,0.0,kottayam kerala,0,0
sleep expert - sales,"customer service product knowledge visual merchandising cash handling training and development communication relationship building teamwork problem solving adaptability customer focus initiative sales performance lifting up to 50 pounds omni-channel experience social media marketing feedback acceptance,sales product knowledge omni-channel experience social media marketing training and development communication relationship building teamwork problem solving adaptability feedback acceptance customer focus initiative professionalism customer service visual merchandising cash handling lifting up to 50 pounds",223500.0,223500.0,223500.0,0-0,0.0586,,2,2
social media influencer,,140006.94,140006.94,140006.94,140006-140006,0.0,remote,0,0
social media intern,,181294.62,181294.62,181294.62,181294-181294,0.0,remote,0,0
social media intern remote,,59400.0,59400.0,59400.0,59400-59400,0.0,remote,0,0
social media manager,,283971.46,233957.19,355457.19,233957-355457,0.0,remote,0,0
software engineer,,223500.0,223500.0,223500.0,0-0,0.6871,,160,0
software engineer trainee,,380000.0,380000.0,380000.0,380000-380000,0.0,chennai tamil nadu,0,0
software sales engineer,customer requirements gathering solution demonstration communication customer relationship management presentation skills cybersecurity solution architecture cloud security data protection network security virtualization security workload security container security aws certification azure certification gcp certification cissp certification ceh certification technical proposal writing proof of concept technical account management teamwork problem solving adaptability mentoring collaboration attention to detail ambition,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
software sales executive,,253359.53999999998,253359.53999999998,253359.53999999998,253359-253359,0.0,calicut kerala,0,0
software trainee,,189000.0,133500.0,244500.0,133500-244500,0.0,"chennai tamil nadu,thiruvananthapuram district kerala",0,0
software trainer,,144000.0,144000.0,144000.0,144000-144000,0.0,todupulai kerala,0,0
soil and rock testing assistant,,180000.0,180000.0,180000.0,180000-180000,0.0,ghaziabad uttar pradesh,0,0
southeast regional manager office it support - information technology it,it management network management ticket management system troubleshooting pc hardware and software project management technical documentation infrastructure components knowledge teamwork communication problem solving collaboration leadership customer service adaptability mobile device management itil certification,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
spot offer for customer support executive,,168000.0,168000.0,168000.0,168000-168000,0.0,teynampet chennai tamil nadu,0,0
staff data engineer - people finance tech remote,"cd powerbi qlik microstrategy mentoring adaptability psychological safety,leadership collaboration problem solving communication continuous improvement etl elt sql nosql postgres spark scala java python c docker kubernetes azure powershell git graphdb big data hive kafka gatling dynatrace grafana spring boot rest graphql ci",223500.0,223500.0,223500.0,0-0,0.0543,,1,2
staff data scientist,,8715000.0,8715000.0,8715000.0,8715000-8715000,0.0,us,0,0
staff information technology program manager,technical program management enterprise systems technology operations end user computing leadership interpersonal skills cross-functional collaboration communication problem-solving decision-making risk management resource optimization cloud infrastructure aws jira project management professional pmp certification aws certifications,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
staff nurse,,240000.0,240000.0,240000.0,240000-240000,0.0,kottayam kerala,0,0
staff nurse anm gnm,,150000.0,150000.0,150000.0,150000-150000,0.0,chennai tamil nadu,0,0
staff nurse dermatology nungambakkam chennai,,264000.0,264000.0,264000.0,264000-264000,0.0,nungambakkam chennai tamil nadu,0,0
staff nurse- female,,210000.0,210000.0,210000.0,210000-210000,0.0,chennai tamil nadu,0,0
staff trainee,,162500.0,162500.0,162500.0,162500-162500,0.0,amroha uttar pradesh,0,0
staffing sales/full desk recruiter,business development account management analytical skills communication relationship building organization teamwork customer satisfaction staffing industry experience market research sales presentations contract negotiation technical sales knowledge,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
state bank of india,,186000.0,186000.0,186000.0,186000-186000,0.0,puducherry puducherry,0,0
state bank of india bre cards,,204000.0,204000.0,204000.0,204000-204000,0.0,partibanur tamil nadu,0,0
stevedore 24 7,,150000.0,150000.0,150000.0,150000-150000,0.0,tuticorin tamil nadu,0,0
stock market trader,,125000.0,125000.0,125000.0,125000-125000,0.0,gurugram haryana,0,0
store in-charge,,156000.0,156000.0,156000.0,156000-156000,0.0,runkata agra uttar pradesh,0,0
store keeper,,192000.0,192000.0,192000.0,192000-192000,0.0,kochi kerala,0,0
store officer,,180000.0,180000.0,180000.0,180000-180000,0.0,todupulai kerala,0,0
store purchase executive,,360000.0,360000.0,360000.0,360000-360000,0.0,durgapur west bengal,0,0
store sales manager,customer service team leadership product knowledge merchandising training and development workforce management communication problem solving teamwork adaptability motivation leadership customer focus constructive feedback interpersonal skills time management sales management kpi management social media strategy bilingual spanish,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
strategic director information technology,technical solution implementation business process analysis documentation authoring proficient in word mathematical skills communication team leadership problem solving multitasking dependability detail-oriented relationship building community involvement it operations management network infrastructure design technology inventory management vendor contract negotiation security management proficient in excel financial systems knowledge,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
strategic finance analyst,financial analysis strategic planning data analysis reporting communication interpersonal skills action-oriented problem-solving collaboration adaptability subscription-based business models revenue modeling excel modeling google workspace sql data visualization influence storytelling,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
strategic finance manager,financial analysis budget management financial forecasting data analysis financial software gaap communication analytical skills interpersonal skills collaboration problem solving innovation financial planning financial modeling advanced excel ecommerce marketplace experience,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
strategic global human resource business partner,human resource management project management compensation and benefits employee relations recruitment performance management policy development labor laws compliance hr information systems training and development data analysis negotiation communication problem solving teamwork interpersonal skills adaptability leadership cultural awareness conflict resolution strategic thinking customer service orientation international hr management,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
strategic sourcing manager cyber defense engineering + information technology - usds,"information technology data analysis network security collaboration problem solving communication organizational skills creativity cyber defense vendor management contract management negotiation procurement policies cloud software rfp management budget management digital transformation time management adaptability strategic thinking,information technology vendor management contract management negotiation data analysis cloud software network security budget management digital transformation time management collaboration problem solving communication organizational skills adaptability strategic thinking cyber defense procurement policies rfp management creativity",223500.0,223500.0,223500.0,0-0,0.0586,,2,2
structured finance associate,accounting finance ms excel compliance reporting communication relationship management leadership collaboration problem solving structured credit products portfolio accounting,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
student counsellor,,360000.0,315000.0,405000.0,315000-405000,0.0,"bengaluru karnataka,kochi kerala",0,0
study abroad admission process associate,,138000.0,138000.0,138000.0,138000-138000,0.0,kochi kerala,0,0
summer intern business development,sales operations client fulfillment data management proposal development market research contract development communication creativity motivation relationship building teamwork outgoing personality problem solving sales proposals crm systems,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
summer internship programme,,120000.0,120000.0,120000.0,120000-120000,0.0,mohali punjab,0,0
supervisor,,180000.0,180000.0,180000.0,180000-180000,0.0,remote,0,0
supervisor outside sales,customer experience enhancement technical skills computer software applications direct sales practices consumer education communication team building interpersonal skills organizational skills problem solving accountability adaptability collaboration time management sales management project management reporting and analytics telecommunications knowledge recruitment and training performance appraisal leadership,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
supervisory human resources specialist,human resources management employee training and development human resource theories and principles performance measurement data analysis leadership communication team management problem solving interpersonal skills confidentiality collaboration adaptability decision making compensation and benefits policy development standard operating procedures sops budget preparation regulatory compliance strategic thinking,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
svp business development,business development strategic planning market analysis negotiation leadership financial analysis customer relationship management project management sales strategy data analysis communication teamwork problem solving influencing mentoring results-oriented adaptability interpersonal skills strategic thinking networking,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
svp sales business development,sales leadership business development negotiation data analysis revenue generation strategy sales strategy development performance management market analysis communication strategic thinking team collaboration client relationship management time management coaching and mentoring adaptability problem solving influence results-oriented crm systems sales training,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
syndicated leveraged finance analyst,financial analysis microsoft excel microsoft powerpoint writing skills presentation skills attention to detail critical thinking communication initiative teamwork time management proactive capital markets knowledge microsoft word,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
system analyst,,120000.0,120000.0,120000.0,120000-120000,0.0,coimbatore tamil nadu,0,0
system officer,,168000.0,168000.0,168000.0,168000-168000,0.0,chengannur kerala,0,0
talent acquisition specialist human resources coordinator,talent acquisition recruitment data analysis project management collaboration communication customer service confidentiality problem solving adaptability creativity teamwork ethical judgment networking hris ats social media marketing content creation survey design presentation skills,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
teacher,,240000.0,240000.0,240000.0,240000-240000,0.0,cannanore kerala,0,0
teachers - pre-primary and primary english mathematics evs and computers,,300000.0,300000.0,300000.0,300000-300000,0.0,pulivendla andhra pradesh,0,0
teaching non teaching,,240000.0,240000.0,240000.0,240000-240000,0.0,bikaner rajasthan,0,0
team leader - operations,,675212.825,675212.825,675212.825,675212-675212,0.0,pimpri-chinchwad maharashtra,0,0
team member,,173684.7,170842.35,176527.05000000002,170842-176527,0.0,"kazhakuttam kerala,kolkata west bengal",0,0
team member qsr,,174000.0,174000.0,174000.0,174000-174000,0.0,bengaluru karnataka,0,0
technical executive,,420000.0,420000.0,420000.0,420000-420000,0.0,bengaluru karnataka,0,0
technical marketing,,450000.0,450000.0,450000.0,450000-450000,0.0,bengaluru karnataka,0,0
technical sales and proposal engineer,cost estimation project management report generation communication relationship building problem solving interpersonal skills team collaboration customer satisfaction drive and passion proposal management technical analysis rfq management product knowledge cultural awareness,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
technical sales engineer,customer relationship management communication relationship building problem solving teamwork product sales semiconductor packaging project management ic assembly products microsoft office technical presentations negotiation leadership self-starter adaptability,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
technical sales representative,technical sales process improvement product-based solutions driver s license communication negotiation teamwork problem solving time management interpersonal skills adaptability crm market analysis territory planning data analysis customer relationship management,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
technical sales representative - polydyne,sales strategy customer service microsoft office suite presentation skills health and safety regulations market analysis communication teamwork problem solving self-motivation innovation relationship building decision making de-watering equipment clarification equipment sales quotations polymer make-down equipment energy level,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
technical support engineer,,402000.0,402000.0,402000.0,402000-402000,0.0,bengaluru karnataka,0,0
technical trainer,,960000.0,960000.0,960000.0,960000-960000,0.0,mohali punjab,0,0
technology sales representative,customer engagement communication problem solving teamwork adaptability customer experience focus motivation learning aptitude technology sales business-to-business sales pipeline management product knowledge cyber security cloud data functionality managed print services it services video security systems automation services sales presentations proposal creation persuasion,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
tele caller english - wfh,,226352.40000000002,226352.40000000002,226352.40000000002,226352-226352,0.0,remote,0,0
tele caller executive,,123000.0,123000.0,123000.0,123000-123000,0.0,new alipur kolkata west bengal,0,0
tele calling executive,,210000.0,210000.0,210000.0,210000-210000,0.0,ashoknagar bengaluru karnataka,0,0
tele marketing executive,,210000.0,210000.0,210000.0,210000-210000,0.0,anna nagar east chennai tamil nadu,0,0
telecaller executive,,138000.0,138000.0,138000.0,138000-138000,0.0,gurugram haryana,0,0
tellecaller,,276216.0,276216.0,276216.0,276216-276216,0.0,shimla himachal pradesh,0,0
temporary human resources business partner hrbp,talent management performance management leadership development succession planning talent acquisition employee relations hr compliance employment law program management communication relationship building strategic thinking problem solving collaboration adaptability organizational design diversity equity and inclusion dei facilitation skills hr metrics analysis influencing skills trust building mentoring listening skills,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
territory sales executive,communication customer relationship management self-motivation outside business to business sales flooring industry knowledge electrical industry knowledge kitchen bath industry knowledge commercial construction knowledge territory management negotiation team collaboration,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
territory sales executive - orlando fl,negotiation market analysis business acumen project management revenue generation healthcare knowledge communication problem solving teamwork time management adaptability integrity customer service listening skills positive attitude confidentiality molecular diagnostics consultative selling salesforce com microsoft office excel powerpoint strategic sales account planning,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
territory sales manager,"sales relationship management training and education self-motivation persistence resilience accountability genuine personality communication teamwork medical device knowledge computer skills order processing travel,outside sales customer relationship management self-starter teamwork communication,sales organizational skills collaboration communication interpersonal skills detail-oriented problem solving adaptability teamwork customer focus crm systems technical acumen product presentations revenue forecasting electronic industry knowledge,relationship management strategic thinking business acumen market execution communication team leadership problem solving collaboration adaptability trust building goal setting motivation sales analytics data analysis microsoft office beverage industry knowledge trade analytics distribution management cultural awareness",223500.0,223500.0,223500.0,0-0,0.1172,,4,4
territory sales officer,,216000.0,216000.0,216000.0,216000-216000,0.0,athgaon guwahati assam,0,0
territory sales officer pathanamthitta,,350000.0,350000.0,350000.0,350000-350000,0.0,pathanamthitta kerala,0,0
territory service and sales representative,"customer service problem-solving inventory management safety training driving communication self-motivation time management teamwork adaptability customer relationship management flexibility problem-solving mindset mechanical service preventative maintenance corrective maintenance equipment installation tablet and mobile apps,customer service problem-solving inventory management self-motivation communication independent work flexibility teamwork customer relationship management adaptability time management mechanical service preventative maintenance corrective maintenance equipment installation tablet and mobile apps safety training driving",223500.0,223500.0,223500.0,0-0,0.0586,,2,2
threat hunting analyst /information technology specialist 3 information security ref 5774m-10br,"cyber security information technology data analysis identity and access management software development security communication critical thinking problem solving analytical skills independence teamwork information assurance log analysis siem technologies threat intelligence network security endpoint detection and response vulnerability management incident response mitre att ck framework technical report writing system administration network architecture firewall management ids,ips cia triad risk management secure architecture",223500.0,223500.0,223500.0,0-0,0.0543,,1,2
threat hunting analyst /information technology specialist 3 information security ref 5776-10ar,cyber security information technology technical reporting critical thinking analytical skills communication problem solving independence teamwork research skills information assurance log analysis siem technologies threat intelligence incident response network security vulnerability management operating systems system administration endpoint detection and response network architecture mitre att ck framework cyber kill chain threat hunting,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
ticketing executive,,180000.0,174000.0,186000.0,174000-186000,0.0,"kurukshetra haryana,nagpur maharashtra",0,0
tier 1 jsoc analyst/information technology specialist 3 information security ref 5774-tier 1,cyber security information technology computer programming system administration operating systems communication critical thinking problem solving analytical skills teamwork information assurance network security incident response log analysis siem technologies technical writing vulnerability management digital forensics penetration testing network vulnerability assessments web application vulnerability assessments intrusion detection systems firewalls routers risk management security architecture attention to detail time management adaptability,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
tire sales installation associate part time,customer service inventory management basic computer skills teamwork communication problem solving adaptability interpersonal skills accountability collaboration tire installation safety compliance propane tank filling tire repair tire selection merchandising manual transmission driving integrity positive attitude,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
trade finance associate,trade finance banking principles business relationship management marketing communication collaboration trade instrumentation ucp 600 guidelines negotiation independence,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
trainee,,240500.0,132000.0,273500.0,132000-273500,0.0,"navadwip west bengal,perungudi chennai tamil nadu,powai mumbai maharashtra,remote",0,0
trainee - digital,,180000.0,180000.0,180000.0,180000-180000,0.0,remote,0,0
trainee - human resource,,300000.0,300000.0,300000.0,300000-300000,0.0,rajarajeshwari nagar bengaluru karnataka,0,0
trainee - operations ip services,,215000.0,215000.0,215000.0,215000-215000,0.0,calicut kerala,0,0
trainee - quality,,312000.0,312000.0,312000.0,312000-312000,0.0,delhi delhi,0,0
trainee admission officer,,450000.0,450000.0,450000.0,450000-450000,0.0,mysuru karnataka,0,0
trainee application support executive wfh,,150000.0,150000.0,150000.0,150000-150000,0.0,pune maharashtra,0,0
trainee architect,,498073.25999999995,498073.25999999995,498073.25999999995,498073-498073,0.0,delhi delhi,0,0
trainee associate,,174000.0,174000.0,174000.0,174000-174000,0.0,karimnagar telangana,0,0
trainee auditor,,219000.0,219000.0,219000.0,219000-219000,0.0,mangalore karnataka,0,0
trainee digital freshers - bsc/bca/mca,,180000.0,180000.0,180000.0,180000-180000,0.0,remote,0,0
trainee digital marketer,,72000.0,72000.0,72000.0,72000-72000,0.0,kerala,0,0
trainee engineer,,300000.0,300000.0,300000.0,300000-300000,0.0,rudarpur uttarakhand,0,0
trainee engineer- network security,,400000.0,400000.0,400000.0,400000-400000,0.0,bengaluru karnataka,0,0
trainee ipqa,,150000.0,150000.0,150000.0,150000-150000,0.0,baddi himachal pradesh,0,0
trainee store,,120000.0,120000.0,120000.0,120000-120000,0.0,vypin kerala,0,0
transactional finance specialist,accounts receivable billing microsoft excel financial systems communication attention to detail problem solving teamwork adaptability expense monitoring reporting workday keyboard skills,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
travel consultant female only,,240000.0,240000.0,240000.0,240000-240000,0.0,jetalpur vadodara gujarat,0,0
treasury manager - finance,treasury operations global bank account management kyc aml fatca ion ibam excel project management system administration data consistency analytical skills attention to detail communication skills interpersonal skills teamwork organizational skills multitasking problem solving training and guidance,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
ui/ux freshers 2024,,500000.0,500000.0,500000.0,500000-500000,0.0,remote,0,0
unit coordinator,,240000.0,240000.0,240000.0,240000-240000,0.0,yadgir karnataka,0,0
urgent requirements of chemistry teacher for neet jee main level,,480000.0,480000.0,480000.0,480000-480000,0.0,pune maharashtra,0,0
v i e sustainable finance analyst,ms office finance communication presentation teamwork autonomy cooperation sustainable finance esg advisory sustainability,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
vacancy for ba/bba/bca/bsc fresher graduates,,125000.0,125000.0,125000.0,125000-125000,0.0,baddi himachal pradesh,0,0
vacancy for fresher - nathdwara rajasthan,,156000.0,156000.0,156000.0,156000-156000,0.0,rajsamand rajasthan,0,0
vacancy for fresher graduate 8o13927285,,210000.0,210000.0,210000.0,210000-210000,0.0,maldah west bengal,0,0
vacancy for fresher photography - girnar ropeway gujarat,,156000.0,156000.0,156000.0,156000-156000,0.0,junagadh gujarat,0,0
vice president business development - b2b sales,b2b sales sales strategy development contract negotiation customer acquisition market analysis client presentations communication skills interpersonal skills teamwork analytical thinking attention to detail proactive attitude networking customer satisfaction focus strategic thinking passion for sales sales reporting digital transformation knowledge crm systems salesforce e-commerce customer support management process transformation lean six sigma rpa pricing management analytics and spend analysis cloud sales,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
vice president finance,"financial reporting compliance team leadership analytical skills accounting communication interpersonal skills mentorship collaboration problem solving adaptability financial strategy budgeting forecasting risk management investment analysis financial modeling private equity venture capital mba cpa strategic thinking,accounting financial reporting financial analysis budgeting microsoft office suite data analysis internal controls financial systems cash flow management financial statements preparation cost management capital project management leadership communication analytical skills problem solving teamwork organizational skills adaptability proactive approach continuous learning attention to detail multitasking forecasting derivatives business development risk management creativity networking mental toughness entrepreneurial mindset,accounting principles communication teamwork financial management liquidity management asset,liability management alm profitability reporting financial analysis cost accounting data analytics cpa cfa financial forecasting strategic planning leadership problem solving advisory skills engagement ownership,broker-dealer operations regulatory reporting financial analysis gaap compliance tax planning and compliance accounting processes financial reporting data reconciliation margin calculations risk management operations management cash management financial responsibility rules bookkeeping sipc compliance finra examination support audit support financial systems integration b s in accounting or finance analytical skills interpersonal skills communication skills collaboration discretion strategic thinking problem solving leadership reliability adaptability series 27,financial analysis asset valuation financial reporting variance reporting leadership collaboration communication strategic thinking team management problem solving adaptability analytical thinking cash flow projections portfolio management investment sourcing capital management dashboard development due diligence real estate investment construction project management,excel communication relationship building problem solving self-motivation teamwork financial planning and analysis financial modeling budgeting reporting packages gaap power bi netsuite data analysis dtc kpis consumer packaged goods cpg experience automation crm systems programming python,r leadership adaptability strategic thinking",223500.0,223500.0,223500.0,0-0,0.2258,,6,8
vice president finance change management,project management financial planning data management risk management process optimization automation microsoft excel microsoft word change management financial operations communication interpersonal skills influencing flexibility self-starter prioritization teamwork presentation skills problem solving microsoft powerpoint,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
vice president finance investments,financial analysis project management ms office suite excel business acumen critical thinking analytical skills organizational skills problem solving communication leadership interpersonal skills professionalism adaptability team collaboration financial modeling underwriting c++ python financial due diligence,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
vice president human resources,"english project management human capital management systems microsoft office performance management leadership communication collaboration problem solving time management coaching talent acquisition diversity equity inclusion and belonging deib california employment law payroll systems labor relations employee engagement surveys empathy emotional intelligence trust building integrity confidentiality cultural awareness,human resources management employee relations bilingual spanish,human resources management conflict resolution problem solving employee relations organizational design hr legal compliance microsoft office suite hris and talent management systems payroll management employee benefits administration training and development performance appraisal programs recruiting and placement practices leadership interpersonal skills communication adaptability teamwork initiative creativity work ethic accountability curiosity diversity equity and inclusion dei initiatives bilingual english,spanish,strategic direction recruitment compensation employee benefits employee relations payroll process improvements hr technology communication innovation problem solving people-first mindset engagement collaboration employee health leadership development compliance adp workforce now data analysis leadership,human resources management talent management project management compensation and benefits strategy data analysis microsoft office suite leadership communication emotional intelligence problem solving team building creativity time management relationship building adaptability",223500.0,223500.0,223500.0,0-0,0.1672,,4,6
vice president information technology,cybersecurity cloud solutions automation digital transformation project management communication collaboration problem solving innovation it strategy erp systems data platform enterprise architecture technology scalability it controls for sox compliance technology outsourcing jde wd sf lims adf mef leadership team building strategic thinking negotiation mentoring adaptability,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
